0.09,14.012,16.368,12.65
0.092,13.864,16.098,12.523
0.1,13.142,14.859,11.906
0.12,12.209,13.501,11.098
0.14,11.647,12.79,10.594
0.16,11.233,12.299,10.215
0.2,10.604,11.579,9.628
0.225,10.299,11.24,9.341
0.25,10.037,10.95,9.094
0.3,9.608,10.48,8.687
0.35,9.256,10.095,8.353
0.4,8.835,9.626,7.959
0.45,8.33,9.053,7.497
0.5,7.728,8.344,6.969
0.55,7.064,7.568,6.392
0.6,6.469,6.893,5.867
0.611,6.336,6.744,5.75
0.625,6.175,6.563,5.608
0.638,6.021,6.391,5.471
0.65,5.884,6.241,5.349
0.66,5.767,6.112,5.244
0.672,5.626,5.957,5.118
0.684,5.487,5.804,4.993
0.695,5.361,5.667,4.879
0.7,5.305,5.606,4.828
0.707,5.213,5.508,4.744
0.715,5.11,5.397,4.65
0.726,4.968,5.245,4.518
0.736,4.826,5.095,4.387
0.746,4.688,4.95,4.257
0.749,4.627,4.886,4.199
0.75,4.617,4.875,4.189
0.76,4.449,4.702,4.03
0.77,4.281,4.529,3.868
0.778,4.12,4.365,3.71
0.78,4.082,4.326,3.673
0.783,4.014,4.258,3.605
0.789,3.869,4.115,3.457
0.794,3.741,3.991,3.325
0.795,3.69,3.943,3.27
0.798,3.583,3.846,3.151
0.799,3.572,3.836,3.138
0.8,3.537,3.805,3.099
0.802,3.452,3.733,2.998
0.803,3.386,3.683,2.914
0.805,3.325,3.639,2.833
0.805,3.256,3.584,2.748
0.806,3.175,3.515,2.656
0.807,3.092,3.439,2.565
0.807,3.047,3.398,2.516
0.807,3.028,3.379,2.495
0.808,2.92,3.276,2.382
0.808,2.819,3.18,2.278
0.809,2.698,3.062,2.153
0.809,2.576,2.944,2.028
0.81,2.444,2.814,1.892
0.81,2.315,2.688,1.76
0.811,2.196,2.572,1.639
0.811,2.096,2.474,1.536
0.811,1.975,2.356,1.413
0.811,1.85,2.234,1.285
0.811,1.725,2.113,1.156
0.812,1.605,1.997,1.033
0.812,1.487,1.883,0.911
0.812,1.372,1.771,0.792
0.812,1.255,1.658,0.671
0.812,1.142,1.549,0.554
0.812,1.027,1.438,0.435
0.812,0.915,1.332,0.319
0.812,0.808,1.229,0.208
0.812,0.699,1.125,0.095
0.812,0.595,1.026,-0.014
0.811,0.49,0.925,-0.125
0.811,0.388,0.829,-0.231
0.811,0.287,0.733,-0.337
0.811,0.188,0.64,-0.44
0.811,0.097,0.554,-0.536
0.81,0.045,0.504,-0.591
0.81,0.092,0.548,-0.54
0.81,0.101,0.556,-0.531
0.81,0.016,0.476,-0.619
0.809,-0.081,0.386,-0.721
0.809,-0.179,0.293,-0.825
0.809,-0.276,0.203,-0.928
0.808,-0.375,0.112,-1.034
0.808,-0.471,0.025,-1.136
0.808,-0.566,-0.061,-1.238
0.807,-0.66,-0.146,-1.339
0.806,-0.752,-0.229,-1.438
0.806,-0.842,-0.31,-1.535
0.805,-0.933,-0.391,-1.634
0.805,-1.021,-0.469,-1.729
0.804,-1.107,-0.545,-1.823
0.803,-1.19,-0.618,-1.913
0.802,-1.292,-0.707,-2.025
0.801,-1.373,-0.777,-2.113
0.8,-1.468,-0.86,-2.218
0.799,-1.565,-0.944,-2.324
0.798,-1.643,-1.011,-2.41
0.796,-1.733,-1.087,-2.51
0.794,-1.825,-1.165,-2.611
0.793,-1.917,-1.243,-2.713
0.791,-2.0,-1.311,-2.806
0.789,-2.084,-1.379,-2.901
0.786,-2.169,-1.447,-2.996
0.784,-2.25,-1.51,-3.088
0.781,-2.329,-1.573,-3.178
0.778,-2.408,-1.635,-3.267
0.774,-2.487,-1.696,-3.357
0.771,-2.56,-1.751,-3.44
0.767,-2.635,-1.807,-3.525
0.763,-2.707,-1.86,-3.609
0.758,-2.776,-1.907,-3.69
0.753,-2.843,-1.952,-3.768
0.748,-2.906,-1.995,-3.842
0.741,-2.966,-2.033,-3.913
0.74,-2.979,-2.041,-3.928
0.74,0.42,0.755,-0.096
0.74,0.382,0.72,-0.135
0.74,0.374,0.712,-0.144
0.74,0.37,0.708,-0.147
0.74,0.369,0.706,-0.148
0.74,0.369,0.705,-0.147
0.74,0.37,0.705,-0.144
0.74,0.373,0.706,-0.139
0.74,0.375,0.707,-0.135
0.741,0.378,0.708,-0.13
0.741,0.38,0.708,-0.126
0.741,0.383,0.709,-0.122
0.741,0.385,0.709,-0.119
0.741,0.386,0.709,-0.116
0.741,0.387,0.709,-0.114
0.741,0.387,0.709,-0.114
0.741,0.387,0.709,-0.113
0.741,0.387,0.709,-0.113
0.741,0.386,0.708,-0.113
0.741,0.385,0.706,-0.114
0.741,0.383,0.704,-0.116
0.741,0.38,0.702,-0.119
0.741,0.377,0.699,-0.124
0.741,0.372,0.695,-0.129
0.741,0.37,0.694,-0.131
0.741,0.368,0.692,-0.134
0.741,0.362,0.687,-0.142
0.741,0.355,0.681,-0.15
0.741,0.347,0.675,-0.16
0.741,0.338,0.667,-0.171
0.742,0.327,0.659,-0.184
0.742,0.315,0.649,-0.198
0.742,0.304,0.64,-0.211
0.742,0.292,0.63,-0.225
0.742,0.274,0.614,-0.247
0.742,0.258,0.601,-0.266
0.742,0.221,0.57,-0.308
0.742,0.161,0.518,-0.377
0.742,0.079,0.447,-0.469
0.742,-0.007,0.372,-0.566
0.742,-0.086,0.302,-0.655
0.742,-0.17,0.229,-0.749
0.742,-0.245,0.163,-0.832
0.742,-0.316,0.1,-0.911
0.742,-0.338,0.08,-0.935
0.742,-0.34,0.078,-0.938
0.742,-0.433,-0.004,-1.039
0.742,-0.522,-0.084,-1.137
0.742,-0.599,-0.153,-1.221
0.742,-0.646,-0.195,-1.273
0.741,-0.674,-0.22,-1.303
0.741,-0.613,-0.166,-1.237
0.741,-0.58,-0.136,-1.2
0.739,-0.586,-0.141,-1.207
0.737,-0.656,-0.203,-1.284
0.735,-0.759,-0.295,-1.398
0.731,-0.872,-0.394,-1.521
0.728,-0.972,-0.481,-1.632
0.724,-1.069,-0.565,-1.74
0.719,-1.164,-0.647,-1.844
0.714,-1.255,-0.724,-1.946
0.708,-1.344,-0.8,-2.046
0.701,-1.434,-0.874,-2.147
0.693,-1.515,-0.937,-2.242
0.686,-1.564,-0.964,-2.307
0.674,-1.637,-1.016,-2.395
0.66,-1.72,-1.086,-2.488
0.641,-1.803,-1.155,-2.581
0.617,-1.89,-1.228,-2.677
0.585,-1.987,-1.318,-2.778
0.543,-2.124,-1.474,-2.902
0.509,-2.242,-1.634,-2.989
0.545,30.198,31.181,29.219
