0.09,14.017,16.379,12.655
0.098,13.303,15.126,12.041
0.1,13.147,14.868,11.91
0.104,12.921,14.52,11.714
0.12,12.214,13.509,11.103
0.14,11.653,12.799,10.6
0.16,11.243,12.31,10.224
0.2,10.62,11.596,9.644
0.25,10.054,10.967,9.109
0.3,9.62,10.492,8.698
0.35,9.266,10.106,8.363
0.4,8.849,9.643,7.973
0.45,8.354,9.081,7.519
0.5,7.769,8.393,7.004
0.55,7.13,7.644,6.451
0.6,6.563,6.999,5.952
0.613,6.416,6.832,5.822
0.631,6.216,6.607,5.646
0.648,6.031,6.4,5.483
0.65,6.015,6.382,5.468
0.657,5.941,6.301,5.402
0.673,5.768,6.11,5.248
0.689,5.609,5.934,5.106
0.7,5.495,5.808,5.004
0.703,5.466,5.776,4.978
0.713,5.352,5.652,4.876
0.724,5.241,5.532,4.776
0.734,5.136,5.418,4.68
0.743,5.033,5.308,4.587
0.75,4.956,5.226,4.516
0.752,4.929,5.196,4.49
0.762,4.807,5.068,4.377
0.772,4.687,4.942,4.265
0.781,4.574,4.823,4.159
0.789,4.463,4.707,4.054
0.798,4.348,4.588,3.945
0.799,4.325,4.563,3.923
0.805,4.234,4.47,3.836
0.812,4.124,4.356,3.731
0.821,3.975,4.204,3.587
0.829,3.85,4.076,3.463
0.829,3.846,4.072,3.46
0.832,3.784,4.01,3.397
0.838,3.649,3.877,3.26
0.844,3.521,3.754,3.127
0.845,3.495,3.729,3.1
0.848,3.4,3.641,2.994
0.848,3.392,3.634,2.986
0.849,3.359,3.604,2.95
0.852,3.273,3.53,2.849
0.854,3.209,3.479,2.767
0.855,3.162,3.447,2.703
0.857,3.124,3.425,2.647
0.858,3.079,3.397,2.583
0.859,3.013,3.345,2.501
0.86,2.916,3.26,2.392
0.86,2.851,3.2,2.322
0.86,2.815,3.166,2.284
0.861,2.716,3.072,2.181
0.861,2.612,2.971,2.072
0.862,2.501,2.864,1.958
0.863,2.378,2.744,1.831
0.863,2.266,2.635,1.716
0.863,2.143,2.515,1.59
0.864,2.023,2.398,1.467
0.864,1.897,2.275,1.338
0.864,1.779,2.16,1.217
0.865,1.662,2.047,1.097
0.865,1.546,1.934,0.977
0.865,1.426,1.818,0.854
0.865,1.317,1.712,0.741
0.865,1.202,1.602,0.622
0.865,1.087,1.49,0.502
0.865,0.974,1.382,0.385
0.865,0.861,1.274,0.268
0.865,0.756,1.173,0.159
0.865,0.644,1.066,0.043
0.865,0.537,0.964,-0.069
0.865,0.428,0.861,-0.183
0.865,0.32,0.758,-0.296
0.865,0.217,0.66,-0.405
0.865,0.11,0.56,-0.516
0.864,0.016,0.471,-0.615
0.864,-0.071,0.389,-0.706
0.864,-0.022,0.434,-0.654
0.864,0.006,0.46,-0.624
0.864,-0.08,0.379,-0.715
0.863,-0.177,0.288,-0.817
0.863,-0.275,0.196,-0.92
0.863,-0.372,0.106,-1.024
0.862,-0.471,0.016,-1.129
0.862,-0.566,-0.071,-1.231
0.861,-0.661,-0.157,-1.333
0.861,-0.755,-0.242,-1.434
0.86,-0.847,-0.325,-1.533
0.86,-0.936,-0.404,-1.629
0.859,-1.026,-0.484,-1.726
0.859,-1.113,-0.561,-1.821
0.858,-1.198,-0.637,-1.914
0.857,-1.28,-0.708,-2.003
0.856,-1.38,-0.796,-2.113
0.855,-1.46,-0.865,-2.199
0.854,-1.552,-0.945,-2.301
0.853,-1.647,-1.027,-2.405
0.852,-1.723,-1.093,-2.489
0.85,-1.811,-1.167,-2.586
0.849,-1.899,-1.242,-2.684
0.847,-1.989,-1.318,-2.783
0.845,-2.069,-1.383,-2.873
0.843,-2.15,-1.448,-2.964
0.841,-2.231,-1.513,-3.056
0.839,-2.309,-1.575,-3.143
0.836,-2.384,-1.634,-3.229
0.834,-2.459,-1.693,-3.314
0.831,-2.534,-1.751,-3.4
0.828,-2.603,-1.803,-3.478
0.824,-2.673,-1.856,-3.558
0.82,-2.743,-1.909,-3.638
0.816,-2.808,-1.953,-3.713
0.812,-2.869,-1.995,-3.785
