0.09,15.042,17.861,13.555
0.095,14.92,17.741,13.433
0.096,14.873,17.695,13.386
0.099,14.793,17.615,13.306
0.1,14.773,17.595,13.286
0.113,14.438,17.258,12.951
0.12,14.264,17.081,12.778
0.14,13.63,16.176,12.191
0.16,13.148,15.472,11.753
0.2,12.367,14.394,11.034
0.238,11.863,13.714,10.571
0.25,11.714,13.518,10.434
0.281,11.378,13.077,10.126
0.3,11.181,12.829,9.944
0.312,11.076,12.695,9.846
0.35,10.731,12.269,9.526
0.4,10.264,11.695,9.094
0.45,9.809,11.146,8.671
0.5,9.348,10.593,8.245
0.55,8.851,9.984,7.797
0.6,8.315,9.311,7.328
0.65,7.779,8.642,6.866
0.684,7.426,8.206,6.563
0.7,7.266,8.009,6.428
0.711,7.154,7.868,6.334
0.75,6.741,7.351,5.994
0.8,6.347,6.89,5.652
0.85,5.983,6.47,5.335
0.899,5.651,6.094,5.044
0.95,5.344,5.75,4.771
1.0,5.046,5.417,4.508
1.05,4.777,5.118,4.269
1.095,4.538,4.853,4.057
1.099,4.519,4.832,4.04
1.167,4.187,4.469,3.744
1.194,4.061,4.33,3.631
1.199,4.042,4.31,3.614
1.202,4.023,4.289,3.597
1.215,3.965,4.226,3.545
1.236,3.875,4.128,3.465
1.25,3.82,4.068,3.416
1.3,3.612,3.842,3.231
1.328,3.501,3.722,3.131
1.35,3.414,3.628,3.053
1.4,3.226,3.426,2.886
1.45,3.048,3.233,2.729
1.5,2.879,3.048,2.582
1.55,2.716,2.868,2.446
1.562,2.677,2.824,2.413
1.6,2.562,2.697,2.319
1.608,2.539,2.671,2.301
1.649,2.416,2.534,2.2
1.674,2.345,2.456,2.143
1.678,2.335,2.444,2.134
1.699,2.276,2.38,2.085
1.724,2.209,2.306,2.03
1.733,2.186,2.28,2.011
1.749,2.142,2.233,1.974
1.774,2.078,2.162,1.921
1.796,2.021,2.101,1.873
1.799,2.014,2.093,1.867
1.824,1.95,2.024,1.814
1.849,1.889,1.957,1.761
1.873,1.829,1.892,1.71
1.874,1.827,1.89,1.708
1.899,1.766,1.825,1.656
1.923,1.71,1.764,1.608
1.924,1.706,1.76,1.605
1.947,1.652,1.702,1.558
1.958,1.627,1.675,1.536
1.993,1.546,1.589,1.464
2.017,1.492,1.532,1.416
2.038,1.442,1.479,1.372
2.066,1.378,1.411,1.314
2.083,1.338,1.37,1.278
2.129,1.235,1.262,1.183
2.139,1.212,1.238,1.162
2.174,1.131,1.154,1.086
2.204,1.062,1.083,1.022
2.219,1.027,1.047,0.989
2.248,0.962,0.98,0.927
2.265,0.923,0.941,0.89
2.304,0.835,0.85,0.806
2.349,0.729,0.742,0.704
2.356,0.714,0.728,0.689
2.372,0.677,0.69,0.653
2.418,0.566,0.578,0.543
2.468,0.442,0.454,0.418
2.51,0.333,0.347,0.307
2.538,0.258,0.273,0.229
2.564,0.183,0.2,0.15
2.602,0.074,0.095,0.033
2.632,-0.015,0.011,-0.066
2.657,-0.093,-0.061,-0.156
2.68,-0.164,-0.125,-0.24
2.703,-0.235,-0.188,-0.326
2.72,-0.288,-0.232,-0.396
2.722,-0.295,-0.238,-0.404
2.745,-0.371,-0.304,-0.499
2.751,-0.395,-0.328,-0.524
2.759,-0.437,-0.378,-0.55
2.764,-0.476,-0.429,-0.565
2.765,-0.501,-0.466,-0.569
2.766,-0.521,-0.497,-0.569
2.767,-0.54,-0.524,-0.571
2.767,-0.561,-0.554,-0.577
2.767,-0.578,-0.576,-0.583
2.767,-0.583,-0.583,-0.584
2.768,-0.537,-0.534,-0.546
