0.09,15.323,18.172,13.833
0.1,14.951,17.794,13.462
0.108,14.731,17.57,13.242
0.113,14.6,17.437,13.111
0.117,14.464,17.298,12.975
0.12,14.385,17.217,12.896
0.14,13.724,16.29,12.282
0.142,13.664,16.204,12.227
0.145,13.563,16.059,12.134
0.16,13.169,15.495,11.773
0.196,12.467,14.518,11.128
0.2,12.4,14.427,11.067
0.203,12.35,14.36,11.021
0.25,11.715,13.518,10.435
0.31,11.084,12.711,9.853
0.314,11.046,12.664,9.816
0.349,10.735,12.282,9.526
0.35,10.723,12.268,9.516
0.4,10.265,11.706,9.091
0.45,9.813,11.158,8.672
0.478,9.547,10.837,8.428
0.5,9.348,10.598,8.244
0.509,9.256,10.484,8.16
0.55,8.857,9.998,7.799
0.581,8.517,9.569,7.501
0.6,8.325,9.332,7.333
0.606,8.258,9.247,7.275
0.65,7.783,8.655,6.865
0.656,7.716,8.572,6.807
0.7,7.258,8.002,6.419
0.704,7.214,7.946,6.382
0.75,6.726,7.336,5.979
0.8,6.327,6.869,5.632
0.849,5.961,6.448,5.314
0.85,5.957,6.443,5.31
0.899,5.618,6.058,5.012
0.95,5.303,5.706,4.733
0.982,5.112,5.492,4.563
1.0,5.008,5.376,4.472
1.017,4.909,5.266,4.385
1.049,4.732,5.069,4.226
1.099,4.468,4.779,3.992
1.149,4.217,4.504,3.767
1.162,4.152,4.433,3.709
1.199,3.976,4.242,3.551
1.206,3.943,4.206,3.521
1.225,3.855,4.111,3.442
1.25,3.746,3.992,3.344
1.267,3.671,3.912,3.277
1.3,3.53,3.76,3.15
1.35,3.324,3.539,2.963
1.4,3.129,3.331,2.787
1.425,3.037,3.232,2.704
1.45,2.943,3.131,2.619
1.5,2.764,2.939,2.46
1.539,2.627,2.791,2.338
1.55,2.592,2.754,2.307
1.595,2.444,2.595,2.176
1.6,2.428,2.578,2.161
1.625,2.345,2.489,2.087
1.649,2.269,2.408,2.018
1.656,2.246,2.385,1.998
1.674,2.19,2.325,1.947
1.677,2.182,2.316,1.939
1.699,2.111,2.242,1.875
1.724,2.033,2.16,1.803
1.739,1.987,2.112,1.761
1.749,1.955,2.079,1.731
1.774,1.877,1.997,1.659
1.794,1.816,1.934,1.601
1.799,1.8,1.918,1.586
1.824,1.722,1.838,1.511
1.824,1.721,1.836,1.51
1.849,1.644,1.758,1.434
1.854,1.628,1.743,1.419
1.874,1.566,1.68,1.357
1.886,1.529,1.643,1.32
1.899,1.488,1.603,1.279
1.917,1.433,1.548,1.223
1.924,1.41,1.526,1.2
