ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag
66.29539191,25.74907355,15.58303814,0.025160557,58.41973009,-24.16107789,7.7494035,7.9713416,7.361369
59.82920498,10.62638635,15.59217314,0.026676638,76.98244644,-156.2634532,14.907933,16.445509,13.705168
70.10641434,18.15691361,15.6030698,0.020167217,40.08688372,-2.731163647,8.486967,8.821268,7.9798775
59.88708519,18.64714369,15.6104352,0.07815053,-39.4470781,-10.09942985,16.895416,18.859184,15.597411
65.03202417,19.88526361,15.61882711,0.029884594,-121.3142263,-170.3634948,15.082877,16.582102,13.89091
71.86423986,21.02516593,15.62550856,0.20261419,24.66875772,14.8378836,18.183836,20.693857,16.743925
58.33424535,16.91693657,15.62653932,0.039141405,-83.1891248,44.14321192,15.386196,16.814266,14.2120905
63.29027267,24.67211089,15.62836272,0.10754839,61.1954489,-41.5290023,16.281181,18.5502,14.89843
71.68682938,23.70603294,15.6658887,0.02242876,121.8527775,-175.0692248,14.026711,15.416275,12.866714
68.11239738,25.39683775,15.67368101,0.1256726,4.839290393,-51.05093893,17.997746,18.282698,17.597227
69.94238946,8.241309539,15.67773005,0.11330413,-42.86313187,-62.35569596,17.470808,19.826174,16.085007
65.03781915,19.87889656,15.68084891,0.111285396,-120.5487929,-169.9061278,17.767756,18.021107,17.376953
64.28697429,9.062351268,15.68502237,0.026122484,37.47641919,-99.179565,14.366852,15.801321,13.194105
72.11958767,20.61962284,15.69715315,0.11634431,18.67012482,1.085398146,13.941942,14.887415,12.403966
65.30898468,24.46778255,15.70413668,0.21189336,24.86857866,-168.7152438,18.105724,20.722727,16.66023
67.22016862,8.155046106,15.71616254,0.38862428,35.90884455,-48.2884037,19.340494,21.518305,17.808483
68.91665549,19.96860056,15.72880258,0.021051127,-8.855889389,-49.89518569,7.1246424,7.387932,6.6977043
62.63960686,20.86001684,15.73585128,0.15511024,82.95226921,-27.64613786,13.765309,14.648446,11.961858
67.27416346,9.18246249,15.73911437,0.13874339,80.93337699,-1.662981735,15.237649,17.093468,13.9050255
68.6018501,11.56464206,15.80259057,0.033498798,146.2688166,-95.3295309,15.075494,16.650768,13.862737
64.70738999,20.47981974,15.80473356,0.23020911,-18.88328275,-177.4661403,18.344227,20.776102,16.875198
71.93198092,14.93513159,15.81240148,0.04803781,10.51525199,-84.35087911,15.854364,17.610498,14.591368
66.27268961,22.30289563,15.81516703,0.05104901,-34.3519849,-76.44680397,15.642139,17.47818,14.331677
63.94820335,22.61100104,15.82022693,0.026013542,26.94529465,2.830002555,11.747,12.522077,10.883949
66.6360725,19.90537016,15.82549424,0.02781794,55.04544707,-57.63142107,14.825043,16.397535,13.605977
57.63286464,18.31600944,15.82874238,0.061444394,54.53974628,-60.45180454,16.488777,18.541443,15.151143
59.24149232,16.84922056,15.84211456,0.021663345,85.43109567,-58.66833883,11.400742,12.196784,10.529598
68.58801048,14.8547024,15.84651645,0.11880016,74.04713839,-14.96393111,16.086432,18.147861,14.673668
64.28787101,9.062116295,15.85244076,0.11808626,38.57854678,-97.71159481,17.26128,19.243769,15.81198
74.55565775,18.61178946,15.87790943,0.33286417,-33.94146321,-266.8552372,19.170248,20.546888,17.6761
71.55070791,8.848144753,15.88807888,0.026936833,17.48244083,30.7540797,14.822388,16.403463,13.605232
76.07086334,19.40254749,15.88983632,0.118009195,40.33365545,-154.932409,16.376709,,
70.20474448,23.8094067,15.9052102,0.019520594,61.41971677,-48.79097636,8.684428,9.0231495,8.177223
60.66263373,21.59410146,15.90560854,0.08308037,106.8786006,-56.17911493,16.508028,,
65.49107079,8.515297223,15.90685858,0.0169129,59.02911169,2.462512314,10.3884,10.903098,9.718527
65.59485889,26.69983023,15.91904897,0.23381309,409.2590671,-79.02195353,18.617542,19.003298,18.079256
69.27951936,22.28421792,15.92523437,0.015108559,201.3072762,-7.048159435,9.276911,9.658213,8.725532
65.05435602,25.29536478,15.93155497,0.07505764,92.88936126,-163.9867945,13.400035,14.684258,12.216514
62.92051389,13.38640873,15.93323593,0.059256263,75.70999455,-156.8557199,16.472603,18.54748,15.130682
63.21448703,7.952788615,15.93449034,0.039364256,-26.70980183,-6.091321592,15.4728155,17.192299,14.218441
76.66950829,19.97014468,15.94454297,0.259794,144.2235779,-64.15523094,13.646228,14.968042,12.458077
67.32914533,8.601187785,15.94974997,0.87614244,-3.693953458,-29.59096779,20.047405,,
73.60084873,23.94387337,15.96265664,0.015950598,57.66398242,-92.64973616,13.352793,14.466183,12.3006525
59.14256813,12.37182519,15.97887311,0.013811311,39.83881783,-40.1776876,13.132474,14.265034,12.070704
73.74346912,19.48525811,15.97909129,0.027645564,62.67266556,-28.98287644,6.2901983,6.428602,6.0280366
59.73147994,16.90288212,15.98529149,0.0443999,69.21443458,-121.5716956,8.694579,9.079614,8.134137
67.10646364,26.68408073,15.9904001,0.120244846,-37.59416257,60.21934526,17.350468,19.69802,15.96411
57.23397586,16.45901938,16.0109512,0.049444083,-38.86196653,-98.01650714,7.1113086,7.3367105,6.7168794
67.43392364,15.84037294,16.03042478,0.01442284,15.44456395,-150.9341889,12.338865,13.279309,11.374872
75.86642576,15.38315472,16.03741186,0.046573065,-41.7072571,-134.0353742,15.649402,17.2476,14.430355
63.21824139,24.20470935,16.03922133,0.025610248,43.09693969,-89.61311251,14.296043,15.806978,13.101716
67.4327159,15.83989438,16.04128041,0.015951043,15.56208374,-147.8839306,12.317213,13.265707,11.349399
66.61072507,17.1397567,16.05440197,0.029729025,25.25632517,-24.61009233,15.094378,16.712511,13.869403
67.62314534,13.6140264,16.06890098,0.20677935,69.98278183,-45.51143767,18.722424,19.329226,18.067549
59.96647338,22.60358075,16.07227148,0.02610039,105.0632917,-32.68425485,13.735072,15.120476,12.575669
70.29895724,8.03327793,16.07539944,0.02081171,-74.05512811,-77.50249897,14.142033,15.620276,12.9568205
63.94877593,9.599479282,16.08290545,0.022323107,-16.903172,-125.8858378,13.791694,15.1322365,12.648031
66.58932686,14.4411581,16.09771237,0.1678807,-75.44909818,-133.3379044,14.40251,15.877184,13.214457
76.95144563,20.41823402,16.12077711,0.121910855,-46.28627244,-32.04567642,5.270969,5.3180637,5.1777105
66.20245359,13.81102076,16.13857245,0.0256801,58.40747768,-65.8008164,14.74773,16.320854,13.532966
74.32730438,21.6022095,16.141645,0.03725074,61.7116136,-33.83498336,15.360828,17.162668,14.085326
69.9832839,21.49422141,16.14250017,0.017852757,72.56155857,-32.53436457,12.735786,13.87387,11.675495
74.41985765,16.62869728,16.14474152,0.13537993,26.66042713,-63.94127225,17.871824,18.128183,17.460304
69.78580781,13.00269696,16.14785236,0.022226634,-43.29615939,-64.32875612,7.0985756,7.3106956,6.725874
63.26418029,16.41170097,16.1502412,0.23284559,-89.79266949,83.19755918,18.252493,21.056799,16.778076
66.42470185,19.01309758,16.16826187,0.017656274,84.10099399,-25.85187614,13.683399,15.038846,12.538044
73.73831903,21.87161894,16.1758559,0.0680763,144.729568,10.07948931,16.783457,18.900105,15.450994
69.78035761,12.14642938,16.17882497,0.0902356,-5.386457654,-20.08510013,12.803551,13.992096,11.717901
57.84098533,17.41374381,16.19786467,0.035259258,-9.195183963,-32.00344783,14.911006,16.331264,13.742472
77.61229783,15.29920053,16.22581434,0.021034723,6.267394521,-25.7918022,13.467434,14.600014,12.407489
71.25147503,17.27216148,16.2288993,0.112511635,69.70994183,-24.55036582,16.16803,17.578548,14.200183
71.26712295,12.66813716,16.22982802,0.10428574,-1.074027923,-29.34444748,17.458635,19.824106,16.061428
64.78095233,11.48044261,16.23035979,0.12430273,42.75497979,18.57838233,17.264894,19.599571,15.9023285
59.83518069,13.76714846,16.23894032,0.107542925,-75.28580849,59.54167553,17.086298,19.141747,15.747632
62.90168327,25.07799902,16.24168307,0.019324958,28.60912507,-57.71329881,13.141986,14.696649,11.9295845
58.87940649,15.28420694,16.26588178,0.02125857,36.66114278,-99.65129318,11.560935,12.342899,10.693251
73.43902439,23.00245974,16.28297092,0.054234706,14.89651201,5.522362526,16.099634,17.327375,14.962481
61.69961699,23.97210596,16.2850102,0.072834514,-33.64767068,-69.9601161,15.195165,17.129395,13.8736
63.63096423,17.33957606,16.29004984,0.022870136,81.70587848,-34.9729783,14.36735,15.817017,13.191439
75.19576448,21.9420264,16.29077406,0.02001201,98.17965425,-11.0430358,13.495489,14.8934765,12.334212
74.36213789,23.64683033,16.29947819,1.0602527,-9.938683396,-5.450395628,19.96546,20.810383,18.126158
67.19147945,22.91568277,16.31846101,0.030226057,-34.87832721,-144.6792264,11.463791,12.270798,10.579787
72.12430861,20.44590965,16.33198741,0.051093042,69.07922199,-34.00153667,16.03734,17.994701,14.726624
73.15620503,10.34918622,16.33225403,0.02209758,29.98391609,31.88012567,14.601332,16.10451,13.408252
72.84703238,15.43338388,16.33358357,0.032190233,65.81291019,-18.2157818,7.770734,8.026605,7.352587
67.93220107,21.15446371,16.34215533,0.057869323,80.4816798,-31.32923076,15.845898,17.735308,14.552855
63.66504515,15.42431018,16.35205631,0.018468225,-24.01802853,-48.42755575,11.37116,12.096027,10.5471735
68.54691116,19.55423396,16.35342117,0.030776363,-27.3592177,0.477703515,14.891688,16.375004,13.705404
59.64962162,13.10499411,16.35939685,0.017378304,81.41808851,-6.879090948,8.847413,9.19593,8.332955
62.81842941,19.05770461,16.36681463,1.0212045,-40.6920128,13.88283737,20.467464,21.75778,18.92288
72.21566293,15.94744815,16.37103968,0.014489603,68.99862936,-20.42332993,9.473551,9.89365,8.888325
67.47966197,20.58296539,16.37123576,0.031622224,25.43440517,-111.7921651,15.2533655,16.909824,14.013417
72.39972211,21.76071729,16.3798808,0.26101267,64.50632037,-32.15550252,13.303967,14.112354,11.636342
68.15750621,14.6238553,16.38046353,0.08829675,7.738649487,110.2641736,16.928297,19.014194,15.594777
60.57369648,17.6495622,16.39434412,0.122151844,26.09683007,-61.86954224,17.298828,19.5767,15.913126
69.41137666,18.70229376,16.41097135,0.05811075,-1.946500244,-15.24793494,14.667801,16.30397,13.248146
67.98414043,21.3110402,16.44305782,0.025993904,86.12281059,-99.27555598,14.500201,15.932549,13.324618
74.91179031,12.97939297,16.46333026,0.0173406,43.58706682,-213.4531051,12.988125,14.127331,11.922537
70.91287877,17.94722944,16.46413921,0.025352921,32.77097866,-85.87275146,14.484826,15.889234,13.321375
63.51262819,23.08040697,16.46720849,0.02371318,127.4997414,-11.90527965,11.163684,11.858752,10.357956
71.25127911,17.27198239,16.47141519,0.113695964,70.79703693,-22.37475902,16.199646,17.571121,14.139555
71.44115163,8.910071529,16.47144254,0.09704648,44.30848465,7.251941679,13.777861,15.347416,12.559623
67.93071004,21.15308219,16.48243134,0.05767576,79.08601056,-30.71431268,15.912512,17.802647,14.622513
68.60813258,14.4375509,16.5006449,0.12723078,197.1396873,12.81293299,17.334433,19.636086,15.941408
61.83112947,20.81405629,16.50215001,0.15576988,72.09468214,-24.16223004,17.784103,20.420427,16.35516
57.27308196,18.83772335,16.51616638,0.027686108,105.9638271,-22.92117575,14.242717,15.822498,13.02361
69.57648712,24.92009745,16.52476389,0.03314746,-21.945031,-59.42219285,15.046754,16.673376,13.817348
70.85194289,19.7858369,16.54097171,0.026194058,7.518532627,-45.35359439,14.044815,15.552081,12.845996
57.2756656,18.83656157,16.55006776,0.02110698,104.4096936,-20.92567746,12.17025,13.15937,11.183894
70.13791493,18.02826615,16.55533017,0.05251625,75.06264532,-24.60103692,16.04029,17.952803,14.733409
59.19869585,16.53179067,16.55593263,0.036159568,83.37090392,-91.1121118,15.1438055,16.651014,13.947121
62.29714713,13.134897,16.56306504,0.13728133,46.49043178,-31.68127995,17.482761,19.819317,16.088375
72.38579591,10.99952507,16.57892612,0.019394344,-14.09174101,-246.199657,12.778007,14.004248,11.676507
70.02471341,23.30437506,16.58190098,0.01505271,75.68209014,-38.4663072,9.18166,9.576512,8.618927
58.78860441,13.398366,16.60329679,1.3234886,35.87209476,-3.632404434,19.89269,20.569855,18.62791
73.81221432,21.36388711,16.61095127,0.033032287,65.96533741,-36.30001325,15.238459,16.999367,13.975981
66.69997056,14.19948261,16.62346563,0.055374313,63.98371646,-78.44217234,15.941237,17.787792,14.657442
71.77707433,15.72818957,16.63013528,0.020668926,62.13213146,-20.49787832,9.79432,10.226138,9.195096
74.35127559,21.82412603,16.63068758,0.030122397,40.97317621,-192.5012665,15.00301,16.69117,13.761904
74.25678072,22.446443,16.63245536,0.039935604,-10.9101394,-27.94748065,15.640198,17.32136,14.398116
67.89243529,16.46613143,16.64167243,0.017924564,-107.8856606,-296.5233748,12.917879,14.072509,11.847381
60.46362581,16.43283576,16.65359351,0.022884574,69.08734299,-116.3606563,14.49923,15.888195,13.343613
69.88131562,10.22609268,16.66197138,0.35831103,51.26715811,15.65416474,19.392466,19.905014,18.745832
75.14557762,15.78083075,16.66367608,0.09221669,111.787356,-165.7506164,10.855215,11.37175,9.859532
71.72215072,22.92019472,16.66400729,0.014073128,38.54875078,-14.49382045,12.165968,13.148275,11.180624
70.04407269,8.932655956,16.66643492,0.017974023,-46.48268787,-127.3663289,13.683465,14.990152,12.553008
62.47736716,23.80129055,16.67169368,0.017418802,-20.11806593,-98.25227352,11.682242,12.494177,10.802079
66.52515649,22.90655002,16.67202562,0.015391009,67.04807551,8.459192161,10.151242,10.677033,9.47205
58.86312229,22.76447778,16.67572388,0.019059006,-64.32043764,-36.47697987,13.996708,15.234517,12.893051
58.12004608,21.56578256,16.67975217,0.02005177,37.71092969,-106.1107365,12.651562,13.7471285,11.606368
61.42769373,12.80395317,16.69402448,0.038008466,-22.32420127,-51.52983853,15.1869545,16.738815,13.981387
67.56730654,7.202552413,16.69411967,0.020218581,-52.05501887,31.36135778,13.662944,15.1406355,12.469805
72.56027793,13.41893466,16.69415639,0.023528375,22.77269149,-114.141601,14.224795,15.783291,13.013255
69.17280049,11.91224079,16.73301879,0.014821635,164.9679474,-28.06890118,9.729554,10.176884,9.115697
68.90073185,21.25099646,16.74650569,0.5944247,860.7161416,-959.2079101,19.120424,21.595911,17.604784
69.16641859,11.90689839,16.75357148,0.0205971,165.494403,-28.91947469,14.463373,15.903354,13.28856
63.28838879,18.99360656,16.76276456,0.067640044,83.29973967,-42.44502483,16.272144,16.278036,16.253176
71.63059517,9.532063263,16.76414076,0.06706045,-93.10923428,-34.07261242,16.536163,18.602148,15.202659
75.77660318,19.67862789,16.77656366,0.05261933,60.37847773,-33.19282722,15.858942,17.742487,14.558375
70.85045726,23.2877747,16.77686793,0.039161306,63.90125668,-81.46416295,15.608932,17.43128,14.330039
68.76413339,24.85383558,16.8015934,0.01826577,70.7712425,-44.27628139,13.478539,14.812994,12.338498
67.10991864,16.35975717,16.80295208,0.10376584,9.503811089,18.5009068,4.6231513,5.2066646,3.9090772
69.41159905,18.7025814,16.81095799,0.15463814,-4.2864497,-10.78323873,16.114481,,
69.61550594,20.57475507,16.81721063,0.019923406,-21.58788097,-90.75859977,12.807696,13.941025,11.747532
63.62719025,22.45172481,16.82352227,0.0911911,95.02267544,-27.48696361,6.952675,7.1562395,6.5938797
64.34575674,19.46242653,16.83583229,0.016802268,9.973156305,-31.68525178,9.630756,10.062221,9.032091
69.8458523,18.91341083,16.84232368,0.14651772,166.1905238,24.17099314,18.218622,18.508675,17.774433
74.0530978,13.98432166,16.8428155,0.08925905,64.0906299,-11.29342153,13.543095,15.0796585,12.334093
75.01995979,23.1973694,16.85993121,0.034255557,29.90949714,-120.9653456,15.239286,16.843071,14.014262
60.42968317,23.36992887,16.86059901,0.17285387,89.33466685,-73.96090726,17.425812,20.11012,15.910184
60.31153639,16.24403716,16.86212624,0.0217007,-81.35210518,57.18614824,12.966398,13.982406,11.802798
70.32993876,21.88604395,16.86312074,0.034307253,60.06365513,-129.404558,15.201104,16.639877,14.028377
67.42861964,12.2240069,16.87227816,0.19082554,22.05042738,-225.578696,18.277073,20.98284,16.804926
69.12875678,19.09069908,16.87438994,0.06432981,83.0261813,-30.79744748,14.006111,14.964552,12.242442
68.1230056,20.73537329,16.88726576,0.050664242,77.77247611,-29.48857568,15.046543,16.96661,13.730599
73.24885884,11.3094737,16.89571498,0.023032466,139.7364022,3.367248836,14.534485,16.194077,13.29743
59.34410138,14.97217634,16.91883639,0.023952136,106.3445207,-24.57854121,13.398923,14.688874,12.242218
67.76473619,17.49431566,16.92027098,0.044889126,19.22083119,-74.66756055,15.384506,17.233017,14.100911
74.59301044,19.31702132,16.92092325,0.04738018,63.84025678,-30.21450495,15.92205,17.841106,14.622281
74.59126912,18.46282338,16.92932224,0.38205725,21.1882556,-76.22725188,14.4863205,15.83084,13.041508
74.09611259,14.10101802,16.93083682,0.06224261,64.76827264,-18.53527024,16.430136,18.448668,15.099991
70.58220593,9.162080116,16.94556152,0.024380691,140.4021906,159.0942912,14.757655,16.09567,13.622547
61.89189971,12.18800531,16.95449888,0.070133425,70.00346242,-12.02345643,16.299545,18.254107,14.987051
